ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
SBCP,medium_airport,Bartolomeu Lisandro Airport,57,SA,BR,BR-RJ,Campos Dos Goytacazes,SBCP,CAW,,"-21.698299408, -41.301700592"
SBCR,medium_airport,Corumbá International Airport,461,SA,BR,BR-MS,Corumbá,SBCR,CMG,,"-19.0119438171, -57.6713905334"
SBCT,large_airport,Afonso Pena Airport,2988,SA,BR,BR-PR,Curitiba,SBCT,CWB,,"-25.5284996033, -49.1758003235"
SBCV,medium_airport,Caravelas Airport,36,SA,BR,BR-BA,Caravelas,SBCV,CRQ,,"-17.652299880981, -39.253101348877"
SBCX,medium_airport,Hugo Cantergiani Regional Airport,2472,SA,BR,BR-RS,Caxias Do Sul,SBCX,CXJ,,"-29.197099685699996, -51.1875"
SBCY,medium_airport,Marechal Rondon Airport,617,SA,BR,BR-MT,Cuiabá,SBCY,CGB,,"-15.6528997421, -56.1166992188"
SBCZ,medium_airport,Cruzeiro do Sul Airport,637,SA,BR,BR-AC,Cruzeiro Do Sul,SBCZ,CZS,,"-7.59990978241, -72.7695007324"
SBDN,medium_airport,Presidente Prudente Airport,1477,SA,BR,BR-SP,Presidente Prudente,SBDN,PPB,,"-22.1751003265, -51.4245986938"
SBEG,medium_airport,Eduardo Gomes International Airport,264,SA,BR,BR-AM,Manaus,SBEG,MAO,,"-3.0386099815368652, -60.04970169067383"
SBEK,medium_airport,Jacareacanga Airport,323,SA,BR,BR-PA,Jacareacanga,SBEK,JCR,,"-6.233160018920898, -57.77690124511719"
SBFI,medium_airport,Cataratas International Airport,786,SA,BR,BR-PR,Foz Do Iguaçu,SBFI,IGU,,"-25.600278854370117, -54.48500061035156"
SBFL,large_airport,Hercílio Luz International Airport,16,SA,BR,BR-SC,Florianópolis,SBFL,FLN,,"-27.670278549194336, -48.5525016784668"
SBFN,medium_airport,Fernando de Noronha Airport,193,SA,BR,BR-PE,Fernando De Noronha,SBFN,FEN,,"-3.85493, -32.423302"
SBFZ,medium_airport,Pinto Martins International Airport,82,SA,BR,BR-CE,Fortaleza,SBFZ,FOR,,"-3.776279926300049, -38.53260040283203"
SBGL,large_airport,Rio Galeão – Tom Jobim International Airport,28,SA,BR,BR-RJ,Rio De Janeiro,SBGL,GIG,,"-22.8099994659, -43.2505569458"
SBGM,medium_airport,Guajará-Mirim Airport,478,SA,BR,BR-RO,Guajará-Mirim,SBGM,GJM,,"-10.786399841308594, -65.28479766845703"
SBGO,medium_airport,Santa Genoveva Airport,2450,SA,BR,BR-GO,Goiânia,SBGO,GYN,,"-16.631999969482422, -49.220699310302734"
SBGR,large_airport,Guarulhos - Governador André Franco Montoro International Airport,2459,SA,BR,BR-SP,São Paulo,SBGR,GRU,,"-23.435556411743164, -46.47305679321289"
SBGW,medium_airport,Guaratinguetá Airport,1761,SA,BR,BR-SP,Guaratinguetá,SBGW,GUJ,,"-22.79159927368164, -45.20479965209961"
SBHT,medium_airport,Altamira Airport,369,SA,BR,BR-PA,Altamira,SBHT,ATM,,"-3.2539100646973, -52.254001617432"
SBIC,medium_airport,Itacoatiara Airport,142,SA,BR,BR-AM,Itacoatiara,SBIC,ITA,,"-3.1272599697113037, -58.481201171875"
SBIH,medium_airport,Itaituba Airport,110,SA,BR,BR-PA,Itaituba,SBIH,ITB,,"-4.2423400878906, -56.000701904297"
SBIL,medium_airport,Bahia - Jorge Amado Airport,15,SA,BR,BR-BA,Ilhéus,SBIL,IOS,,"-14.815999984741, -39.033199310303"
SBIP,medium_airport,Usiminas Airport,784,SA,BR,BR-MG,Ipatinga,SBIP,IPN,,"-19.470699310303, -42.487598419189"
SBIZ,medium_airport,Prefeito Renato Moreira Airport,432,SA,BR,BR-MA,Imperatriz,SBIZ,IMP,,"-5.53129, -47.459999"
SBJF,medium_airport,Francisco de Assis Airport,2989,SA,BR,BR-MG,Juiz De Fora,SBJF,JDF,,"-21.791500091552734, -43.38679885864258"
SBJP,medium_airport,Presidente Castro Pinto International Airport,217,SA,BR,BR-PB,João Pessoa,SBJP,JPA,,"-7.145833015440001, -34.9486122131"
SBJV,medium_airport,Lauro Carneiro de Loyola Airport,15,SA,BR,BR-SC,Joinville,SBJV,JOI,,"-26.22450065612793, -48.797401428222656"
SBKG,medium_airport,Presidente João Suassuna Airport,1646,SA,BR,BR-PB,Campina Grande,SBKG,CPV,,"-7.26992, -35.8964"
SBKP,medium_airport,Viracopos International Airport,2170,SA,BR,BR-SP,Campinas,SBKP,VCP,,"-23.0074005127, -47.1344985962"
SBLJ,medium_airport,Lages Airport,3065,SA,BR,BR-SC,Lages,SBLJ,LAJ,,"-27.782100677499997, -50.28150177"
SBLN,medium_airport,Lins Airport,1559,SA,BR,BR-SP,Lins,SWXQ,LIP,SWXQ,"-21.663999557495, -49.730499267578"
SBLO,medium_airport,Governador José Richa Airport,1867,SA,BR,BR-PR,Londrina,SBLO,LDB,,"-23.333599090599996, -51.1301002502"
SBLP,medium_airport,Bom Jesus da Lapa Airport,1454,SA,BR,BR-BA,Bom Jesus Da Lapa,SBLP,LAZ,,"-13.2621002197, -43.4081001282"
SBMA,medium_airport,João Correa da Rocha Airport,357,SA,BR,BR-PA,Marabá,SBMA,MAB,,"-5.36858987808, -49.138000488299994"
SBMC,medium_airport,Minaçu Airport,1401,SA,BR,BR-GO,Minaçu,SWIQ,MQH,SWIQ,"-13.5491, -48.195301"
SBMD,medium_airport,Monte Dourado Airport,677,SA,BR,BR-PA,Almeirim,SBMD,MEU,,"-0.889839, -52.6022"
SBME,medium_airport,Macaé Airport,8,SA,BR,BR-RJ,Macaé,SBME,MEA,,"-22.343000412, -41.7659988403"
SBMG,medium_airport,Regional de Maringá - Sílvio Nane Junior Airport,1788,SA,BR,BR-PR,Maringá,SBMG,MGF,,"-23.479444503799996, -52.01222229"
SBMK,medium_airport,Mário Ribeiro Airport,2191,SA,BR,BR-MG,Montes Claros,SBMK,MOC,,"-16.706899642899998, -43.818901062"
SBML,medium_airport,Frank Miloye Milenkowichi–Marília State Airport,2122,SA,BR,BR-SP,Marília,SBML,MII,,"-22.1968994141, -49.926399231"
SBMN,medium_airport,Ponta Pelada Airport,267,SA,BR,BR-AM,Manaus,SBMN,PLL,,"-3.1460399627685547, -59.98630142211914"
SBMO,medium_airport,Zumbi dos Palmares Airport,387,SA,BR,BR-AL,Maceió,SBMO,MCZ,,"-9.510809898376465, -35.79169845581055"
SBMQ,medium_airport,Alberto Alcolumbre Airport,56,SA,BR,BR-AP,Macapá,SBMQ,MCP,,"0.0506640002131, -51.0722007751"
SBMS,medium_airport,Dix-Sept Rosado Airport,76,SA,BR,BR-RN,Mossoró,SBMS,MVF,,"-5.2019200324999995, -37.3642997742"
SBMT,medium_airport,Campo de Marte Airport,2368,SA,BR,BR-SP,São Paulo,SBMT,,,"-23.5090999603, -46.6377983093"
SBMY,medium_airport,Manicoré Airport,174,SA,BR,BR-AM,Manicoré,SBMY,MNX,,"-5.8113799095154, -61.278301239014"
SBNF,medium_airport,Ministro Victor Konder International Airport,18,SA,BR,BR-SC,Navegantes,SBNF,NVT,,"-26.879999, -48.651402"
SBNM,medium_airport,Santo Ângelo Airport,1056,SA,BR,BR-RS,Santo Ângelo,SBNM,GEL,,"-28.2817, -54.169102"
SBNT,medium_airport,Augusto Severo Airport,169,SA,BR,BR-RN,Natal,SBNT,,,"-5.91141986847, -35.2476997375"
SBOI,medium_airport,Oiapoque Airport,63,SA,BR,BR-AP,Oiapoque,SBOI,OYK,,"3.85548996925354, -51.79690170288086"
SBPA,medium_airport,Salgado Filho Airport,11,SA,BR,BR-RS,Porto Alegre,SBPA,POA,,"-29.994400024414062, -51.1713981628418"
SBPC,medium_airport,Poços de Caldas - Embaixador Walther Moreira Salles Airport,4135,SA,BR,BR-MG,Poços De Caldas,SBPC,POO,,"-21.843000411987, -46.567901611328"
SBPF,medium_airport,Lauro Kurtz Airport,2376,SA,BR,BR-RS,Passo Fundo,SBPF,PFB,,"-28.243999, -52.326599"
SBPJ,medium_airport,Brigadeiro Lysias Rodrigues Airport,774,SA,BR,BR-TO,Palmas,SBPJ,PMW,,"-10.291500091600001, -48.35699844359999"
SBPK,medium_airport,João Simões Lopes Neto International Airport,59,SA,BR,BR-RS,Pelotas,SBPK,PET,,"-31.718399, -52.327702"
SBPL,medium_airport,Senador Nilo Coelho Airport,1263,SA,BR,BR-PE,Petrolina,SBPL,PNZ,,"-9.362409591674805, -40.56909942626953"
SBPN,medium_airport,Porto Nacional Airport,870,SA,BR,BR-TO,Porto Nacional,SDPE,PNB,TO0003,"-10.719402, -48.3997"
SBPP,medium_airport,Ponta Porã Airport,2156,SA,BR,BR-MS,Ponta Porã,SBPP,PMG,,"-22.54960060119629, -55.702598571777344"
SBPS,medium_airport,Porto Seguro Airport,168,SA,BR,BR-BA,Porto Seguro,SBPS,BPS,,"-16.438601, -39.080898"
SBPV,medium_airport,Governador Jorge Teixeira de Oliveira Airport,290,SA,BR,BR-RO,Porto Velho,SBPV,PVH,,"-8.70928955078125, -63.90230178833008"
SBQV,medium_airport,Vitória da Conquista Airport,3002,SA,BR,BR-BA,Vitória Da Conquista,SBQV,VDC,,"-14.8627996445, -40.8630981445"
SBRB,medium_airport,Plácido de Castro Airport,633,SA,BR,BR-AC,Rio Branco,SBRB,RBR,,"-9.868888854980469, -67.89805603027344"
SBRF,medium_airport,Guararapes - Gilberto Freyre International Airport,33,SA,BR,BR-PE,Recife,SBRF,REC,,"-8.126489639282227, -34.92359924316406"
SBRJ,medium_airport,Santos Dumont Airport,11,SA,BR,BR-RJ,Rio De Janeiro,SBRJ,SDU,,"-22.910499572799996, -43.1631011963"
SBRP,medium_airport,Leite Lopes Airport,1806,SA,BR,BR-SP,Ribeirão Preto,SBRP,RAO,,"-21.136388778686523, -47.776668548583984"
SBSC,medium_airport,Santa Cruz Air Force Base,10,SA,BR,BR-RJ,Rio de Janeiro,SBSC,SNZ,,"-22.9324, -43.719101"
SBSG,large_airport,Governador Aluízio Alves International Airport,272,SA,BR,BR-RN,Natal,SBSG,NAT,,"-5.768056, -35.376111"
SBSJ,medium_airport,Professor Urbano Ernesto Stumpf Airport,2120,SA,BR,BR-SP,São José Dos Campos,SBSJ,SJK,,"-23.22920036315918, -45.86149978637695"
SBSL,medium_airport,Marechal Cunha Machado International Airport,178,SA,BR,BR-MA,São Luís,SBSL,SLZ,,"-2.585360050201416, -44.234100341796875"
SBSM,medium_airport,Santa Maria Airport,287,SA,BR,BR-RS,Santa Maria,SBSM,RIA,,"-29.711399, -53.688202"
SBSN,medium_airport,Maestro Wilson Fonseca Airport,198,SA,BR,BR-PA,Santarém,SBSN,STM,,"-2.4247219562530518, -54.785831451416016"
SBSP,large_airport,Congonhas Airport,2631,SA,BR,BR-SP,São Paulo,SBSP,CGH,,"-23.626110076904297, -46.65638732910156"
SBSR,medium_airport,Prof. Eribelto Manoel Reino State Airport,1784,SA,BR,BR-SP,São José Do Rio Preto,SBSR,SJP,,"-20.816600799599996, -49.40650177"
SBST,medium_airport,Base Aérea de Santos Airport,10,SA,BR,BR-SP,Guarujá,SBST,SSZ,,"-23.928056716918945, -46.299720764160156"
SBSV,large_airport,Deputado Luiz Eduardo Magalhães International Airport,64,SA,BR,BR-BA,Salvador,SBSV,SSA,,"-12.9086112976, -38.3224983215"
SBTA,medium_airport,Base de Aviação de Taubaté Airport,1908,SA,BR,BR-SP,Taubaté,SBTA,QHP,,"-23.04010009765625, -45.51599884033203"
SBTB,medium_airport,Trombetas Airport,287,SA,BR,BR-PA,Oriximiná,SBTB,TMT,,"-1.489599943161, -56.396800994873"
SBTE,medium_airport,Senador Petrônio Portela Airport,219,SA,BR,BR-PI,Teresina,SBTE,THE,,"-5.0599398613, -42.8235015869"
SBTF,medium_airport,Tefé Airport,188,SA,BR,BR-AM,Tefé,SBTF,TFF,,"-3.38294005394, -64.7240982056"
SBTK,medium_airport,Tarauacá Airport,646,SA,BR,BR-AC,Tarauacá,SBTK,TRQ,,"-8.1552600860596, -70.783302307129"
SBTL,medium_airport,Telêmaco Borba Airport,2610,SA,BR,BR-PR,Telêmaco Borba,SBTL,TEC,,"-24.317800521850586, -50.6515998840332"
SBTS,medium_airport,Tiriós Airport,1127,SA,BR,BR-PA,Óbidos,SBTS,,,"2.22347, -55.946098"
SBTT,medium_airport,Tabatinga Airport,279,SA,BR,BR-AM,Tabatinga,SBTT,TBT,,"-4.2556700706482, -69.93579864502"
SBTU,medium_airport,Tucuruí Airport,830,SA,BR,BR-PA,Tucuruí,SBTU,TUR,,"-3.7860100269318, -49.72029876709"
SBUA,medium_airport,São Gabriel da Cachoeira Airport,251,SA,BR,BR-AM,São Gabriel Da Cachoeira,SBUA,SJL,,"-0.14835, -66.9855"
SBUF,medium_airport,Paulo Afonso Airport,883,SA,BR,BR-BA,Paulo Afonso,SBUF,PAV,,"-9.4008798599243, -38.250598907471"
SBUG,medium_airport,Rubem Berta Airport,256,SA,BR,BR-RS,Uruguaiana,SBUG,URG,,"-29.7821998596, -57.0382003784"
SBUL,medium_airport,Ten. Cel. Aviador César Bombonato Airport,3094,SA,BR,BR-MG,Uberlândia,SBUL,UDI,,"-18.883612, -48.225277"
SBUR,medium_airport,Mário de Almeida Franco Airport,2655,SA,BR,BR-MG,Uberaba,SBUR,UBA,,"-19.764722824097, -47.966110229492"
SBVG,medium_airport,Major Brigadeiro Trompowsky Airport,3025,SA,BR,BR-MG,Varginha,SBVG,VAG,,"-21.5900993347, -45.4733009338"
SBVH,medium_airport,Brigadeiro Camarão Airport,2018,SA,BR,BR-RO,Vilhena,SBVH,BVH,,"-12.694399833679, -60.098300933838"
SBVT,medium_airport,Eurico de Aguiar Salles Airport,11,SA,BR,BR-ES,Vitória,SBVT,VIX,,"-20.258057, -40.286388"
SBYS,medium_airport,Campo Fontenelle Airport,1968,SA,BR,BR-SP,Pirassununga,SBYS,QPS,,"-21.984600067138672, -47.334800720214844"
SBZM,medium_airport,Presidente Itamar Franco Airport,1348,SA,BR,BR-MG,Juiz de Fora,SBZM,IZA,,"-21.513086, -43.173069"
SCAR,medium_airport,Chacalluta Airport,167,SA,CL,CL-AP,Arica,SCAR,ARI,,"-18.348499, -70.338699"
SCAT,medium_airport,Desierto de Atacama Airport,670,SA,CL,CL-AT,Copiapo,SCAT,CPO,,"-27.2611999512, -70.7791976929"
SCBA,medium_airport,Balmaceda Airport,1722,SA,CL,CL-AI,Balmaceda,SCBA,BBA,,"-45.916099548339844, -71.68949890136719"
SCBE,medium_airport,Barriles Airport,3475,SA,CL,CL-AN,Tocopilla,SCBE,TOQ,,"-22.14109992980957, -70.06289672851562"
SCCC,medium_airport,Chile Chico Airport,1070,SA,CL,CL-AI,Chile Chico,SCCC,CCH,,"-46.58330154418945, -71.6874008178711"
SCCF,medium_airport,El Loa Airport,7543,SA,CL,CL-AN,Calama,SCCF,CJC,,"-22.498199462890625, -68.90360260009766"
SCCH,medium_airport,Gral. Bernardo O´Higgins Airport,495,SA,CL,CL-BI,Chillan,SCCH,YAI,,"-36.58250045776367, -72.03140258789062"
SCCI,medium_airport,Pdte. Carlos Ibañez del Campo Airport,139,SA,CL,CL-MA,Punta Arenas,SCCI,PUQ,,"-53.002602, -70.854599"
SCCY,medium_airport,Teniente Vidal Airport,1020,SA,CL,CL-AI,Coyhaique,SCCY,GXQ,,"-45.594200134277344, -72.1061019897461"
SCDA,medium_airport,Diego Aracena Airport,155,SA,CL,CL-TA,Iquique,SCDA,IQQ,,"-20.535200119018555, -70.1812973022461"
SCEL,large_airport,Comodoro Arturo Merino Benítez International Airport,1555,SA,CL,CL-RM,Santiago,SCEL,SCL,,"-33.393001556396484, -70.78579711914062"
SCES,medium_airport,Ricardo García Posada Airport,5240,SA,CL,CL-AT,El Salvador,SCES,ESR,,"-26.311100006103516, -69.76519775390625"
SCFA,medium_airport,Andrés Sabella Gálvez International Airport,455,SA,CL,CL-AN,Antofagasta,SCFA,ANF,,"-23.444501, -70.445099"
SCFM,medium_airport,Capitan Fuentes Martinez Airport Airport,104,SA,CL,CL-MA,Porvenir,SCFM,WPR,,"-53.253700256347656, -70.31919860839844"
SCGZ,medium_airport,Guardiamarina Zañartu Airport,88,SA,CL,CL-MA,Puerto Williams,SCGZ,WPU,,"-54.93109893798828, -67.62629699707031"
SCHR,medium_airport,Cochrane Airport,643,SA,CL,CL-AI,Cochrane,SCHR,LGR,,"-47.24380111694336, -72.5884017944336"
SCIE,medium_airport,Carriel Sur Airport,26,SA,CL,CL-BI,Concepcion,SCIE,CCP,,"-36.772701, -73.063103"
SCIP,medium_airport,Mataveri Airport,227,SA,CL,CL-VS,Isla De Pascua,SCIP,IPC,,"-27.1648006439, -109.42199707"
SCJO,medium_airport,Cañal Bajo Carlos - Hott Siebert Airport,187,SA,CL,CL-LL,Osorno,SCJO,ZOS,,"-40.61119842529297, -73.06099700927734"
SCLL,medium_airport,Vallenar Airport,1725,SA,CL,CL-AT,Vallenar,SCLL,VLR,,"-28.596399307250977, -70.75599670410156"
SCNT,medium_airport,Tte. Julio Gallardo Airport,217,SA,CL,CL-MA,Puerto Natales,SCNT,PNT,,"-51.67150115966797, -72.52839660644531"
SCQP,medium_airport,La Araucanía Airport,333,SA,CL,CL-AR,Temuco,SCQP,ZCO,,"-38.9259, -72.6515"
SCRA,medium_airport,Chañaral Airport,97,SA,CL,CL-AT,Chañaral,SCRA,CNR,,"-26.332500457763672, -70.6072998046875"
SCRG,medium_airport,De La Independencia Airport,1446,SA,CL,CL-LI,Rancagua,SCRG,QRC,,"-34.17369842529297, -70.77570343017578"
SCSE,medium_airport,La Florida Airport,481,SA,CL,CL-CO,La Serena-Coquimbo,SCSE,LSC,,"-29.916201, -71.199501"
SCTC,medium_airport,Maquehue Airport,304,SA,CL,CL-AR,Temuco,SCTC,PZS,,"-38.766799926758, -72.637100219727"
SCTE,medium_airport,El Tepual Airport,294,SA,CL,CL-LL,Puerto Montt,SCTE,PMC,,"-41.438899993896484, -73.09400177001953"
SCTL,medium_airport,Panguilemo Airport,371,SA,CL,CL-ML,Talca,SCTL,TLX,,"-35.37779998779297, -71.60169982910156"
SCTN,medium_airport,Chaitén Airport,13,SA,CL,CL-LL,Chaiten,SCTN,WCH,,"-42.93280029296875, -72.6990966796875"
SCTO,medium_airport,Victoria Airport,1148,SA,CL,CL-AR,Victoria,SCTO,ZIC,,"-38.245601654052734, -72.34860229492188"
SCTT,medium_airport,Las Breas Airport,2580,SA,CL,CL-AN,Taltal,SCTT,TTC,,"-25.564300537109375, -70.37590026855469"
SCVD,medium_airport,Pichoy Airport,59,SA,CL,CL-LR,Valdivia,SCVD,ZAL,,"-39.6500015259, -73.0860977173"
SCVM,medium_airport,Viña del mar Airport,461,SA,CL,CL-VS,Viña Del Mar,SCVM,KNA,,"-32.9496, -71.4786"
SD-0001,medium_airport,Wadi Seidna Air Base,,AF,SD,SD-03,Khartoum,,,,"15.817399978637695, 32.51599884033203"
SDZY,medium_airport,Zona da Mata Regional Airport,1348,SA,BR,BR-MG,Juiz De Fora,SBZM,IZA,,"-21.5130558014, -43.1730575562"
SEAM,medium_airport,Chachoán Airport,8502,SA,EC,EC-T,Ambato,SEAM,ATF,,"-1.2120699882507324, -78.57460021972656"
SECO,medium_airport,Francisco De Orellana Airport,834,SA,EC,EC-D,Coca,SECO,OCC,,"-0.4628860056400299, -76.98680114746094"
SECU,medium_airport,Mariscal Lamar Airport,8306,SA,EC,EC-A,Cuenca,SECU,CUE,,"-2.88947, -78.984398"
SEGU,medium_airport,José Joaquín de Olmedo International Airport,19,SA,EC,EC-G,Guayaquil,SEGU,GYE,,"-2.1574199199699997, -79.88359832760001"
SELT,large_airport,Cotopaxi International Airport,9205,SA,EC,EC-X,Latacunga,SELT,LTX,,"-0.906833, -78.615799"
SEMA,medium_airport,Jose Maria Velasco Ibarra Airport,1508,SA,EC,EC-L,Macará,SEMA,MRR,,"-4.37823009491, -79.94100189210002"
SEMC,medium_airport,Coronel E Carvajal Airport,3452,SA,EC,EC-S,Macas,SEMC,XMS,,"-2.2991700172424316, -78.12079620361328"
SEMH,medium_airport,General Manuel Serrano Airport,11,SA,EC,EC-O,Machala,SEMH,MCH,,"-3.2689, -79.961601"
SEMT,medium_airport,Eloy Alfaro International Airport,48,SA,EC,EC-M,Manta,SEMT,MEC,,"-0.9460780024528503, -80.67880249023438"
SEPV,medium_airport,Reales Tamarindos Airport,130,SA,EC,EC-M,Portoviejo,SEPV,PVO,,"-1.0416500568389893, -80.47219848632812"
SEQM,large_airport,Mariscal Sucre International Airport,7841,SA,EC,EC-P,Quito,SEQM,UIO,UIO,"-0.129166666667, -78.3575"
SERO,medium_airport,Santa Rosa International Airport,20,SA,EC,EC-O,Santa Rosa,SERO,ETR,,"-3.441986, -79.996957"
SESA,medium_airport,General Ulpiano Paez Airport,18,SA,EC,EC-G,Salinas,SESA,SNC,,"-2.20499, -80.988899"
SETR,medium_airport,Tarapoa Airport,814,SA,EC,EC-U,Tarapoa,SETR,TPC,,"-0.12295600026845932, -76.33779907226562"
SETU,medium_airport,Teniente Coronel Luis a Mantilla Airport,9649,SA,EC,EC-C,Tulcán,SETU,TUA,,"0.8095059990882874, -77.70809936523438"
SFAL,medium_airport,Port Stanley Airport,75,SA,FK,FK-U-A,Stanley,SFAL,PSY,,"-51.685699462891, -57.777599334717"
SGAS,medium_airport,Silvio Pettirossi International Airport,292,SA,PY,PY-11,Asunción,SGAS,ASU,,"-25.239999771118164, -57.52000045776367"
SGAY,medium_airport,Juan De Ayolas Airport,223,SA,PY,PY-8,Ayolas,SGAY,AYO,,"-27.370554, -56.854064"
SGES,medium_airport,Guarani International Airport,846,SA,PY,PY-10,Ciudad del Este,SGES,AGT,,"-25.454516, -54.842682"
SGME,medium_airport,Dr. Luis Maria Argaña International Airport,553,SA,PY,PY-19,Mariscal Estigarribia,SGME,ESG,,"-22.049999237060547, -60.619998931884766"
SGPI,medium_airport,Carlos Miguel Gimenez Airport,249,SA,PY,PY-12,Pilar,SGPI,PIL,,"-26.881224, -58.318026"
SJTC,medium_airport,Bauru - Arealva Airport,1949,SA,BR,BR-SP,Bauru,SBAE,JTC,,"-22.166859140899998, -49.0502866745"
SKAP,medium_airport,Gomez Nino Apiay Air Base,1207,SA,CO,CO-MET,Apiay,SKAP,API,APY,"4.07607, -73.5627"
SKAR,medium_airport,El Eden Airport,3990,SA,CO,CO-QUI,Armenia,SKAR,AXM,AXM,"4.45278, -75.7664"
SKAS,medium_airport,Tres De Mayo Airport,815,SA,CO,CO-PUT,Puerto Asís,SKAS,PUU,PUU,"0.505228, -76.5008"
SKBC,medium_airport,Las Flores Airport,111,SA,CO,CO-MAG,El Banco,SKBC,ELB,ELB,"9.04554, -73.9749"
SKBG,medium_airport,Palonegro Airport,3897,SA,CO,CO-SAN,Bucaramanga,SKBG,BGA,BGA,"7.1265, -73.1848"
SKBO,large_airport,El Dorado International Airport,8361,SA,CO,CO-CUN,Bogota,SKBO,BOG,BOG,"4.70159, -74.1469"
SKBQ,medium_airport,Ernesto Cortissoz International Airport,98,SA,CO,CO-ATL,Barranquilla,SKBQ,BAQ,BAQ,"10.8896, -74.7808"
SKBS,medium_airport,José Celestino Mutis Airport,80,SA,CO,CO-CHO,Bahía Solano,SKBS,BSC,BSC,"6.20292, -77.3947"
SKBU,medium_airport,Gerardo Tobar López Airport,48,SA,CO,CO-VAC,Buenaventura,SKBU,BUN,BUN,"3.81963, -76.9898"
SKCC,medium_airport,Camilo Daza International Airport,1096,SA,CO,CO-NSA,Cúcuta,SKCC,CUC,CUC,"7.92757, -72.5115"
SKCG,medium_airport,Rafael Nuñez International Airport,4,SA,CO,CO-BOL,Cartagena,SKCG,CTG,CTG,"10.4424, -75.513"
SKCL,medium_airport,Alfonso Bonilla Aragon International Airport,3162,SA,CO,CO-VAC,Cali,SKCL,CLO,CLO,"3.54322, -76.3816"
SKCO,medium_airport,La Florida Airport,8,SA,CO,CO-NAR,Tumaco,SKCO,TCO,TCO,"1.81442, -78.7492"
SKCU,medium_airport,Juan H White Airport,174,SA,CO,CO-ANT,Caucasia,SKCU,CAQ,CAQ,"7.96847, -75.1985"
SKCV,medium_airport,Coveñas Airport,31,SA,CO,CO-SUC,Coveñas,SKCV,CVE,CVE,"9.40092, -75.6913"
SKCZ,medium_airport,Las Brujas Airport,528,SA,CO,CO-SUC,Corozal,SKCZ,CZU,CZU,"9.33274, -75.2856"
SKEB,medium_airport,El Bagre Airport,180,SA,CO,CO-ANT,El Bagre,SKEB,EBG,EBG,"7.59647, -74.8089"
SKEJ,medium_airport,Yariguíes Airport,412,SA,CO,CO-SAN,Barrancabermeja,SKEJ,EJA,EJA,"7.02433, -73.8068"
SKFL,medium_airport,Gustavo Artunduaga Paredes Airport,803,SA,CO,CO-CAQ,Florencia,SKFL,FLA,FLA,"1.58919, -75.5644"
SKGI,medium_airport,Santiago Vila Airport,900,SA,CO,CO-CUN,Girardot,SKGI,GIR,GIR,"4.27624, -74.7967"
SKGO,medium_airport,Santa Ana Airport,2979,SA,CO,CO-VAC,Cartago,SKGO,CRC,CRC,"4.75818, -75.9557"
SKGP,medium_airport,Juan Casiano Airport,164,SA,CO,CO-CAU,Guapi,SKGP,GPI,GPI,"2.57013, -77.8986"
SKIB,medium_airport,Perales Airport,2999,SA,CO,CO-TOL,Ibagué,SKIB,IBE,IBE,"4.42161, -75.1333"
SKIP,medium_airport,San Luis Airport,9765,SA,CO,CO-NAR,Ipiales,SKIP,IPI,IPI,"0.861925, -77.6718"
SKLC,medium_airport,Antonio Roldan Betancourt Airport,46,SA,CO,CO-ANT,Carepa,SKLC,APO,APO,"7.81196, -76.7164"
SKLM,medium_airport,Jorge Isaac Airport,281,SA,CO,CO-LAG,La Mina-Maicao,SKLM,MCJ,LMA,"11.2325, -72.4901"
SKLT,medium_airport,Alfredo Vásquez Cobo International Airport,277,SA,CO,CO-AMA,Leticia,SKLT,LET,LET,"-4.19355, -69.9432"
SKMD,medium_airport,Enrique Olaya Herrera Airport,4949,SA,CO,CO-ANT,Medellín,SKMD,EOH,EOH,"6.220549, -75.590582"
SKMG,medium_airport,Baracoa Airport,178,SA,CO,CO-BOL,Magangué,SKMG,MGN,MGN,"9.28474, -74.8461"
SKMR,medium_airport,Los Garzones Airport,36,SA,CO,CO-COR,Montería,SKMR,MTR,MTR,"8.82374, -75.8258"
SKMU,medium_airport,Fabio Alberto Leon Bentley Airport,680,SA,CO,CO-VAU,Mitú,SKMU,MVP,MVP,"1.25366, -70.2339"
SKMZ,medium_airport,La Nubia Airport,6871,SA,CO,CO-CAL,Manizales,SKMZ,MZL,MZL,"5.0296, -75.4647"
SKNV,medium_airport,Benito Salas Airport,1464,SA,CO,CO-HUI,Neiva,SKNV,NVA,NVA,"2.95015, -75.294"
SKOC,medium_airport,Aguas Claras Airport,3850,SA,CO,CO-NSA,Ocaña,SKOC,OCV,OCV,"8.31506, -73.3583"
SKPC,medium_airport,German Olano Airport,177,SA,CO,CO-VID,Puerto Carreño,SKPC,PCR,PCR,"6.18472, -67.4932"
SKPD,medium_airport,Obando Airport,460,SA,CO,CO-GUA,Puerto Inírida,SKPD,PDA,PDA,"3.85353, -67.9062"
SKPE,medium_airport,Matecaña International Airport,4416,SA,CO,CO-RIS,Pereira,SKPE,PEI,PEI,"4.81267, -75.7395"
SKPI,medium_airport,Pitalito Airport,4212,SA,CO,CO-HUI,Pitalito,SKPI,PTX,,"1.85777, -76.0857"
SKPP,medium_airport,Guillermo León Valencia Airport,5687,SA,CO,CO-CAU,Popayán,SKPP,PPN,PPN,"2.4544, -76.6093"
